"new_date","Crimes","Location.Description","Beat","Ward","Community.Area","Holiday","feelslikemax","feelslikemin","dew","humidity","precip","snow","snowdepth","windgust","windspeed","cloudcover","visibility","isFullMoon","weekend"
2017-06-25,37,"APARTMENT","1115","28","26",0,21.6,13.2,8.7,56.1,0.06,0,0,1,29.9,47,16,0,1
2017-06-26,41,"STREET","1132","28","26",0,22.7,13.3,7.8,54.4,0,0,0,1,33,48.8,16,0,0
2017-06-27,55,"SIDEWALK","1132","28","26",0,24.4,12,7.7,50.4,0,0,0,1,17,32.2,16,0,0
2017-06-28,47,"STREET","1121","28","27",0,27.2,16.6,12.9,60,7.289,0,0,1,38.2,52.1,15.7,0,0
2017-06-29,35,"STREET","1132","28","26",0,28.9,20.5,18.6,74.2,14.311,0,0,1,30.8,59.6,15.5,0,0
2017-06-30,49,"STREET","1112","28","26",0,28.9,19,19.5,79.2,0.162,0,0,1,16.1,55.9,14.2,0,1
2017-07-01,64,"STREET","1112","28","23",0,27.8,19.6,14.8,58.7,0,0,0,1,30.3,41.1,16,0,1
2017-07-02,45,"APARTMENT","1123","28","27",0,31,16.8,15,59.4,0,0,0,1,27.6,32.2,16,0,1
2017-07-03,51,"STREET","1121","28","23",0,26.3,20,17.1,71,0.728,0,0,1,21.7,55.1,15.9,0,0
2017-07-04,42,"STREET","1133","24","23",0,29.1,19.1,17.5,69.3,0,0,0,1,20.5,52.6,15.6,0,0
2017-07-05,63,"RESIDENCE","1134","24","23",0,30,21,16.3,58.1,0,0,0,1,20.7,52.3,14.9,0,0
2017-07-06,51,"STREET","1112","28","26",0,34.3,22,18.7,58.4,0,0,0,1,22.1,47.6,15.9,0,0
2017-07-07,49,"APARTMENT","1121","28","26",0,30.7,19.9,18.6,64.3,0.274,0,0,1,29,54.5,16,0,1
2017-07-08,52,"STREET","1122","28","26",0,25.2,17.4,12.4,58.3,0,0,0,1,18.5,32.2,16,1,1
2017-07-09,58,"STREET","1122","28","26",0,29.6,17,12.9,49.9,0,0,0,1,21.6,37.4,16,1,1
2017-07-10,59,"STREET","1132","28","23",0,30.3,19.7,20.2,76.6,12.691,0,0,1,31.1,63.6,15.3,0,0
2017-07-11,50,"STREET","1132","28","26",0,32.1,21.6,21.3,77.9,2.797,0,0,1,19.1,56.9,14.7,0,0
2017-07-12,44,"SIDEWALK","1112","24","23",0,26.3,20.8,21.9,84.9,32.867,0,0,1,21.3,59.5,14.9,0,0
2017-07-13,47,"SIDEWALK","1112","24","23",0,29.5,23.5,20,72.5,0.634,0,0,1,27.1,60.3,15.9,0,0
2017-07-14,58,"STREET","1132","28","26",0,23.2,19,15.5,70.9,0,0,0,1,19.6,60.8,15.9,0,1
2017-07-15,57,"STREET","1112","28","26",0,27.8,16.2,15.5,67.6,0,0,0,1,19.3,25.5,16,0,1
2017-07-16,68,"STREET","1132","24","26",0,25.6,18.3,16.5,72.9,0.036,0,0,1,38,54.2,16,0,1
2017-07-17,44,"STREET","1133","28","26",0,25.6,14.4,14.6,70.3,0,0,0,1,14.5,28.7,16,0,0
2017-07-18,56,"SIDEWALK","1131","28","26",0,30.9,16.6,15.7,60.6,0,0,0,1,14.8,34.6,14.9,0,0
2017-07-19,56,"STREET","1134","24","26",0,33.6,21.8,20.2,69.9,5.115,0,0,1,19.1,46.7,15.8,0,0
2017-07-20,41,"STREET","1131","24","27",0,36.2,21.3,21.2,79.9,34.201,0,0,1,25,66,14.9,0,0
2017-07-21,51,"APARTMENT","1132","24","26",0,34.1,23.8,21.5,74,25,0,0,1,21.4,59.2,14.9,0,1
2017-07-22,45,"STREET","1122","28","26",0,32.5,22.2,21,77.8,17.652,0,0,1,27.2,54.2,14.5,0,1
2017-07-23,63,"STREET","1121","28","26",0,32,22,19.5,70.9,2.111,0,0,1,22.8,44.5,15.9,0,1
2017-07-24,57,"STREET","1135","28","26",0,22.9,20.1,15.6,70.5,0,0,0,1,24.4,74.8,16,0,0
2017-07-25,55,"APARTMENT","1132","24","26",0,27.4,17.9,14.5,61.4,0,0,0,1,22.8,33.8,16,0,0
2017-07-26,64,"STREET","1121","28","23",0,31.8,20.1,18.6,67.9,0,0,0,1,15.5,61.5,15.8,0,0
2017-07-27,60,"SIDEWALK","1133","24","26",0,28.9,21.8,19.8,74.7,1.393,0,0,1,28.3,49,13.4,0,0
2017-07-28,55,"RESIDENCE","1121","28","26",0,25.9,20.8,16.6,67.5,0,0,0,1,29.1,36.2,16,0,1
2017-07-29,50,"STREET","1132","28","26",0,25.6,18.4,12.4,54.5,0,0,0,1,27.6,24.3,16,0,1
2017-07-30,72,"STREET","1135","28","23",0,28,17.6,15.1,62.6,0,0,0,1,17.1,34.6,16,0,1
2017-07-31,37,"RESIDENCE","1121","27","23",0,29.1,19.9,15.5,58.3,0,0,0,1,18.1,49,16,0,0
2017-08-01,65,"STREET","1132","24","23",0,29.2,21.1,17.2,62.1,5.327,0,0,1,16.5,51.1,16,0,0
2017-08-02,46,"RESIDENCE","1132","24","26",0,30.3,19.6,18.3,69.6,0,0,0,1,19.4,47.6,15.3,0,0
2017-08-03,51,"SIDEWALK","1131","24","26",0,30.1,20.4,19.5,77.6,17.435,0,0,1,26.7,61.9,14.7,0,0
2017-08-04,44,"STREET","1132","28","26",0,19.8,13.6,11.3,72.2,0.196,0,0,1,31.9,72.6,16,0,1
2017-08-05,56,"APARTMENT","1132","28","26",0,25.8,15.1,12.9,62.7,0,0,0,1,22,44.1,16,0,1
2017-08-06,62,"STREET","1123","28","27",0,24.4,18.6,14,62.6,0,0,0,1,18.2,55.4,16,1,1
2017-08-07,37,"STREET","1124","28","23",0,23.7,17.8,13.8,65.7,0,0,0,1,25.3,43.9,16,1,0
2017-08-08,50,"STREET","1132","24","26",0,27.2,14.7,11.5,53.3,0,0,0,1,15.3,25.7,16,1,0
2017-08-09,52,"STREET","1131","24","26",0,27.7,17.7,13.7,56.9,0,0,0,1,14,52.1,15.9,0,0
2017-08-10,37,"STREET","1122","28","26",0,29,18.4,15.6,61.4,1.917,0,0,1,29.1,53.1,15.9,0,0
2017-08-11,69,"STREET","1132","28","23",0,25.3,19.5,15.7,66.6,0,0,0,1,23.1,63.3,16,0,1
2017-08-12,42,"STREET","1113","28","26",0,24.2,15.9,13.7,67.5,0,0,0,1,20.2,35.9,16,0,1
2017-08-13,43,"STREET","1112","27","23",0,25.1,15.1,12.8,62.4,0,0,0,1,15.3,47.6,16,0,1
2017-08-14,55,"APARTMENT","1134","28","23",0,28,18.4,15.5,61.3,0,0,0,1,17.4,54.3,16,0,0
2017-08-15,53,"SIDEWALK","1121","28","23",0,28.8,20.4,18.3,72.8,0,0,0,1,22.9,45.1,15.7,0,0
2017-08-16,63,"STREET","1112","28","23",0,33.1,20.4,19.8,73.5,3.51,0,0,1,23.1,50.1,15.3,0,0
2017-08-17,40,"SIDEWALK","1132","28","26",0,29,22.9,20,74.6,3.633,0,0,1,36.5,70.6,15.5,0,0
2017-08-18,51,"STREET","1121","28","23",0,28.1,19.7,16.5,66.1,0,0,0,1,22.1,54.6,16,0,1
2017-08-19,58,"SIDEWALK","1112","27","23",0,27.6,17.8,14.5,59.6,0,0,0,1,16.3,26.6,16,0,1
2017-08-20,46,"APARTMENT","1123","28","26",0,32.3,18.8,17.6,63.4,0,0,0,1,17,48.4,15.9,0,1
2017-08-21,51,"STREET","1113","28","26",0,32.5,22.5,21,75.4,2.142,0,0,1,24.1,58,15.9,0,0
2017-08-22,45,"SIDEWALK","1121","28","23",0,27,19.7,16.2,67.1,11.461,0,0,1,30.3,58.1,15.8,0,0
2017-08-23,55,"STREET","1134","28","26",0,25.2,15.5,11.2,57,0,0,0,1,25.6,24.4,16,0,0
2017-08-24,56,"STREET","1133","24","26",0,23.7,15.9,12,64.7,0,0,0,1,28.2,44,16,0,0
2017-08-25,78,"SIDEWALK","1132","24","26",0,22.9,12.5,9.4,58.5,0,0,0,1,15.2,27.5,16,0,1
2017-08-26,49,"SIDEWALK","1132","28","26",0,25,15.6,11.5,58.6,0,0,0,1,16.9,52.2,16,0,1
2017-08-27,57,"APARTMENT","1121","28","26",0,25.3,17.6,13,60.5,1.027,0,0,1,18.1,62.4,15.9,0,1
2017-08-28,60,"STREET","1132","28","26",0,25.3,18.6,16.4,75.6,4.13,0,0,1,19.7,72.8,15.3,0,0
2017-08-29,48,"SIDEWALK","1132","24","26",0,23.2,17.5,17,80.1,0.535,0,0,1,15.9,53.4,13.4,0,0
2017-08-30,46,"STREET","1133","24","26",0,27,16.3,15.4,69.6,0,0,0,1,15.2,38.3,15.1,0,0
2017-08-31,60,"STREET","1113","28","26",0,22.1,18.7,14.3,69,0,0,0,1,29,58.2,15.4,0,0
2017-09-01,61,"STREET","1121","28","23",0,19.9,14.4,9,56.8,0,0,0,1,28.2,49.6,16,0,1
2017-09-02,58,"STREET","1121","28","23",0,23.2,10.4,8.9,61.1,6.071,0,0,1,15.5,44.9,15.8,0,1
2017-09-03,51,"STREET","1135","28","23",0,27.6,13.9,12.7,63.3,0,0,0,1,23.8,35.4,15.9,0,1
2017-09-04,62,"STREET","1132","28","27",0,29.2,18.7,14.3,59.6,0,0,0,1,30.6,60.4,15.7,0,0
2017-09-05,44,"STREET","1132","28","26",0,20.6,13.2,8.5,60.1,0,0,0,1,31.5,59.3,15.9,1,0
2017-09-06,44,"STREET","1133","24","23",0,18.8,8,7.5,64.4,0,0,0,1,20.8,55.5,16,1,0
2017-09-07,56,"STREET","1123","28","27",0,20.5,11.6,7.8,59.3,0,0,0,1,24.5,64.3,16,0,0
2017-09-08,45,"STREET","1134","28","27",0,20.6,14.9,9.9,62.3,0,0,0,1,21.3,68.7,16,0,1
2017-09-09,45,"STREET","1112","28","23",0,21.6,13.7,9.2,58.5,0,0,0,1,24.2,25.4,16,0,1
2017-09-10,36,"STREET","1132","28","27",0,20.7,11.4,8.4,59.7,0,0,0,1,18.9,3.7,16,0,1
2017-09-11,34,"STREET","1121","27","23",0,23.1,12.2,9.5,61.7,0,0,0,1,15.7,34.3,16,0,0
2017-09-12,56,"SIDEWALK","1131","24","27",0,24.2,13.7,12.2,67.4,0,0,0,1,21.7,65.3,15.9,0,0
2017-09-13,42,"STREET","1133","24","23",0,23.3,17.1,15.8,80.1,1.176,0,0,1,16.1,68.8,14.2,0,0
2017-09-14,46,"STREET","1134","28","27",0,26.5,15.6,16.1,77.2,0,0,0,1,13.4,42.4,12.2,0,0
2017-09-15,45,"STREET","1132","28","23",0,30.2,17.5,15.7,62.1,0,0,0,1,21.8,11.1,16,0,1
2017-09-16,54,"STREET","1112","28","23",0,30.7,18.9,16.5,59.9,0,0,0,1,19.9,24.2,16,0,1
2017-09-17,55,"STREET","1112","27","23",0,30.9,20.1,17.1,63.6,0,0,0,1,18.9,46.2,16,0,1
2017-09-18,52,"STREET","1122","28","26",0,23.9,15,13,65.9,0,0,0,1,20.3,42.9,16,0,0
2017-09-19,46,"STREET","1121","24","23",0,24.9,19.2,18,82,4.946,0,0,1,18.4,55.2,13.1,0,0
2017-09-20,57,"SIDEWALK","1122","28","26",0,35.5,18.3,18.8,68.1,0,0,0,1,27.7,21.2,14.5,0,0
2017-09-21,54,"STREET","1134","28","26",0,35.4,23.5,19.7,60.8,0,0,0,1,16.8,58.3,16,0,0
2017-09-22,45,"STREET","1122","28","26",0,35.7,23.6,19.3,57.4,0,0,0,1,20.5,34.8,16,0,1
2017-09-23,44,"STREET","1122","28","26",0,35.2,23.7,19,58,0,0,0,1,20.6,12.4,15.7,0,1
2017-09-24,58,"STREET","1121","28","27",0,32.6,22.5,17.2,55.7,0,0,0,1,20.3,13.2,15.9,0,1
2017-09-25,68,"STREET","1135","28","27",0,32.2,21,14.5,48.2,0,0,0,1,24.4,23.8,16,0,0
2017-09-26,50,"STREET","1132","24","26",0,32.7,22.2,16,52.1,0,0,0,1,27,43.1,16,0,0
2017-09-27,41,"STREET","1134","24","23",0,23.5,15.5,10.8,57.2,0,0,0,1,23.6,55,16,0,0
2017-09-28,45,"STREET","1122","28","23",0,22.7,11.8,7,53.1,0,0,0,1,18,22,16,0,0
2017-09-29,61,"SIDEWALK","1134","28","26",0,20.3,15.4,8,54.1,0,0,0,1,25.3,43.5,16,0,1
2017-09-30,50,"STREET","1132","28","26",0,18.9,13.7,7.2,55.8,0,0,0,1,24.2,34.9,16,0,1
2017-10-01,58,"STREET","1111","28","23",0,21.4,10.9,4.8,47.9,0,0,0,1,21.7,45.6,16,0,1
2017-10-02,42,"APARTMENT","1134","24","26",0,27.3,16.4,9.4,45.7,0,0,0,1,27.1,58.4,16,0,0
2017-10-03,45,"STREET","1132","24","26",0,26,19.8,16.5,70.5,1.893,0,0,1,26.3,61.1,15.4,0,0
2017-10-04,46,"STREET","1134","28","27",0,22.8,17.2,16.1,75,1.263,0,0,1,26.3,74.6,15.4,1,0
2017-10-05,49,"SIDEWALK","1123","28","23",0,23.9,14.1,10.5,60.7,0.19,0,0,1,16.1,55.6,16,1,0
2017-10-06,52,"STREET","1112","27","23",0,21,16.3,16.8,90.9,7.712,0,0,1,21.4,86,7.9,1,1
2017-10-07,44,"STREET","1122","27","23",0,26.2,16,15.7,74.2,11.522,0,0,1,35.5,74.3,14.8,0,1
2017-10-08,50,"STREET","1131","28","26",0,26.4,12.9,11.3,64.6,0,0,0,1,30.6,22.5,16,0,1
2017-10-09,51,"STREET","1132","28","26",0,26.7,12.8,12,66,0,0,0,1,20.8,29.6,16,0,0
2017-10-10,56,"STREET","1122","28","23",0,17.8,14.9,13.4,80.7,21.313,0,0,1,29.4,76.6,14.1,0,0
2017-10-11,31,"STREET","1132","24","29",0,17,14,13.2,90,22.102,0,0,1,35.6,90.6,8.6,0,0
2017-10-12,51,"STREET","1113","28","26",0,15.6,13.7,12.2,85.4,0,0,0,1,14.3,94.9,14.5,0,0
2017-10-13,44,"STREET","1112","28","26",0,22.9,12.5,13.3,77.2,0,0,0,1,17.4,64.6,14.6,0,1
2017-10-14,31,"STREET","1111","28","23",0,20,16.7,16.6,93.8,99.045,0,0,1,21.4,79.2,7.6,0,1
2017-10-15,29,"STREET","1123","27","23",0,20,8,10.4,77.8,19.683,0,0,1,37.9,73.5,15,0,1
2017-10-16,53,"STREET","1112","28","26",0,17.1,5,4,63.2,0,0,0,1,22,19.3,16,0,0
2017-10-17,43,"SIDEWALK","1134","24","26",0,21.2,7.3,4.6,52.7,0,0,0,1,30,24.4,16,0,0
2017-10-18,56,"STREET","1131","24","23",0,21.6,7.7,5.4,52,0,0,0,1,32,10.3,16,0,0
2017-10-19,46,"STREET","1111","28","27",0,20.1,11.4,2.5,46.9,0,0,0,1,20.3,53.1,16,0,0
2017-10-20,42,"STREET","1121","28","26",0,26.3,12.1,8.7,54.3,0,0,0,1,24,46.7,15.9,0,1
2017-10-21,57,"STREET","1122","28","23",0,25.2,16.5,11.8,57.9,0,0,0,1,31.1,54.5,16,0,1
2017-10-22,46,"STREET","1112","27","23",0,21.7,11.2,13.2,79.2,10.591,0,0,1,30,75.8,13.3,0,1
2017-10-23,32,"APARTMENT","1132","24","26",0,12.2,11,10,90.5,24.167,0,0,1,25.5,85.4,13.3,0,0
2017-10-24,54,"STREET","1131","28","27",0,10.7,3.1,6.2,87.7,17.435,0,0,1,25.4,80.5,13.1,0,0
2017-10-25,41,"STREET","1112","28","23",0,11.9,-0.3,0.6,65.2,0,0,0,1,19.5,41.1,16,0,0
2017-10-26,47,"STREET","1112","24","23",0,15.7,1.2,3.4,66.3,0,0,0,1,27.4,53.1,16,0,0
2017-10-27,48,"STREET","1112","28","23",0,13.2,-1.7,-0.3,65.8,0,0,0,1,31.8,88.6,16,0,1
2017-10-28,48,"STREET","1112","28","23",0,1.7,-2.1,-0.7,73.6,0.268,0,0,1,27,91,15.4,0,1
2017-10-29,36,"STREET","1112","28","23",0,5.4,-1.7,-2.6,59.2,0,0,0,1,19.6,55.8,16,0,1
2017-10-30,47,"STREET","1134","28","23",0,6.5,-0.8,-0.9,58.5,0,0,0,1,36.2,82.6,16,0,0
2017-10-31,42,"STREET","1131","28","27",0,2.2,-3.9,-5.6,53.9,0,0,0,1,32,87.2,16,0,0
2017-11-01,59,"RESIDENCE","1134","28","27",0,3.9,-0.4,0.2,73.5,7.336,0,0,1,23.3,87.4,13.5,0,0
2017-11-02,41,"STREET","1135","28","26",0,11,4.8,8.3,93.7,1.714,0,0,1,13.2,86.6,7.4,0,0
2017-11-03,66,"STREET","1112","24","26",0,6.8,0.9,2.8,73.4,0,0,0,1,22.8,78.4,15.1,1,1
2017-11-04,55,"STREET","1112","24","23",0,10.2,3.1,6.3,88.9,11.396,0,0,1,23.8,88.3,7.6,1,1
2017-11-05,45,"STREET","1121","28","26",0,11.2,5.2,8.7,89.2,0.624,0,0,1,23.3,87.6,8.6,0,1
2017-11-06,44,"STREET","1133","24","27",0,2.9,-3.5,-1.1,68.3,0,0,0,1,28.8,52.3,16,0,0
2017-11-07,41,"STREET","1124","28","27",0,3.9,-1.9,-0.3,68.4,0,0,0,1,25.1,60,15.9,0,0
2017-11-08,39,"STREET","1134","28","27",0,6.1,-3.2,-3.1,65.8,0,0,0,1,15.2,13.3,16,0,0
2017-11-09,44,"STREET","1134","28","27",0,3.6,-12.5,-5.9,54.8,0,0,0,1,30.4,56.5,16,0,0
2017-11-10,46,"STREET","1122","28","26",0,-1.4,-14.7,-10.7,60.2,0,0,0,1,25,67.7,15.3,0,1
2017-11-11,39,"RESIDENCE","1132","24","26",0,3.6,-9.1,-7.2,58.4,0,0,0,1,19.7,83.1,16,0,1
2017-11-12,37,"APARTMENT","1132","28","26",0,4.3,0.3,0.9,82.8,2.894,0.3,0.2,1,12.6,91.6,12.4,0,1
2017-11-13,38,"STREET","1132","28","26",0,4.2,-2.4,0.8,85.5,0,0,0,1,14.6,64.8,9.5,0,0
2017-11-14,42,"STREET","1124","28","27",0,6.9,-2.7,1.4,74.3,0,0,0,1,25.7,59.9,12.1,0,0
2017-11-15,45,"SIDEWALK","1134","28","23",0,11.2,-5.6,4.1,78.9,5.327,0,0,1,39.6,85,12.7,0,0
2017-11-16,60,"STREET","1112","24","26",0,3.3,-4.6,-2.7,69.9,0,0,0,1,35.1,92,16,0,0
2017-11-17,37,"STREET","1132","24","23",0,5.6,-2.5,1.4,78.6,9.438,0,0,1,28.3,90.6,12.7,0,1
2017-11-18,33,"STREET","1112","24","23",0,8.6,-3.1,3.5,86.7,14.853,0,0.1,1,37.3,96.8,10.2,0,1
2017-11-19,50,"APARTMENT","1132","28","26",0,-1.6,-7.1,-6.2,60.8,0,0,0,1,26.5,56.1,16,0,1
2017-11-20,41,"STREET","1113","28","26",0,11.9,-5,-2,58.1,0,0,0,1,37.7,52.3,16,0,0
2017-11-21,33,"SIDEWALK","1122","28","26",0,3.1,-7.2,-3.7,57.8,0.869,0,0,1,32.2,63.4,16,0,0
2017-11-22,54,"SIDEWALK","1133","28","26",0,-1.9,-10.1,-9,57.2,0,0,0,1,20.3,36.5,16,0,0
2017-11-23,38,"APARTMENT","1123","28","23",0,5.6,-4.4,-4.9,54.9,0,0,0,1,23.6,42.6,16,0,0
2017-11-24,38,"STREET","1122","28","23",0,16.6,-2.5,1.1,59.6,0,0,0,1,33.8,25.1,16,0,1
2017-11-25,52,"SIDEWALK","1132","24","26",0,12.2,0.3,0.4,60.7,0,0,0,1,28.5,26,16,0,1
2017-11-26,39,"STREET","1122","27","23",0,7.4,-4.3,-3,59.8,0,0,0,1,22.2,46.5,16,0,1
2017-11-27,54,"STREET","1134","28","27",0,13.4,1.6,1.4,63.1,0,0,0,1,32.2,56.5,16,0,0
2017-11-28,64,"STREET","1132","28","26",0,16.5,5.9,1.5,46.7,0,0,0,1,30.4,53.2,16,0,0
2017-11-29,56,"STREET","1113","28","26",0,6.6,-0.6,-2.5,56.5,0,0,0,1,16.3,27.8,16,0,0
2017-11-30,43,"STREET","1113","28","26",0,12.2,1.7,-2.5,47,0,0,0,1,29.1,39.2,16,0,0
2017-12-01,62,"STREET","1112","28","23",0,11.2,-2.7,-2.9,58,0,0,0,1,12.2,27.3,16,0,1
2017-12-02,47,"STREET","1113","28","26",0,12.3,0,-1.2,59.1,0,0,0,1,13.7,51.5,15.8,1,1
2017-12-03,46,"STREET","1112","28","23",0,14.4,-1.8,-0.4,60.7,0,0,0,1,23.6,45.3,15.7,1,1
2017-12-04,47,"APARTMENT","1134","28","23",0,18.4,11.5,6.7,58.3,1.522,0,0,1,46.7,80.5,15.6,1,0
2017-12-05,41,"STREET","1134","24","26",0,2.7,-8.4,-7.6,52.4,0.196,0,0,1,47.8,50.7,16,0,0
2017-12-06,50,"SIDEWALK","1123","28","27",0,-4.2,-8.3,-9.9,49.3,0,0,0,1,30.8,34.7,16,0,0
2017-12-07,38,"STREET","1112","27","23",0,-7.7,-14.3,-11.2,60.7,0,0,0.4,1,25,47.7,15.1,0,0
2017-12-08,44,"STREET","1112","28","23",0,-2.3,-14.1,-11.6,50.6,0.032,0,0.2,1,28.7,35.5,15.7,0,1
2017-12-09,37,"STREET","1132","24","27",0,-5.2,-10.3,-6.7,72,0.436,1.4,0.1,1,34.8,80,12.6,0,1
2017-12-10,47,"STREET","1112","24","23",0,-3.8,-11.4,-7.9,66,0,0,0.1,1,22.8,72.6,16,0,1
2017-12-11,40,"STREET","1122","24","23",0,1.5,-7.3,-4.5,72.8,0.509,0,0.1,1,33.3,78.6,14.4,0,0
2017-12-12,44,"SIDEWALK","1132","28","26",0,-6.6,-16.4,-12.5,59.3,0.036,0,0,1,34.7,46.5,16,0,0
2017-12-13,50,"STREET","1135","24","26",0,-1.9,-10.7,-7.8,62.2,0,0.2,1.8,1,42.5,88.7,15.5,0,0
2017-12-14,66,"STREET","1131","24","25",0,-4.9,-15.1,-11,63.5,0,0.5,1.9,1,23.9,53,15.9,0,0
2017-12-15,52,"APARTMENT","1133","28","26",0,-1.2,-10.2,-7.7,62.6,0,0,1.4,1,28,92.4,15.9,0,1
2017-12-16,48,"STREET","1121","28","23",0,7.1,-2,-3.3,60.1,0,0,0.8,1,21.5,44.6,15.9,0,1
2017-12-17,54,"APARTMENT","1133","28","26",0,6.8,-1.5,0.4,78.3,0,0,0.2,1,12.1,77.6,13.7,0,1
2017-12-18,39,"STREET","1134","28","27",0,3.8,1.3,3.8,84.1,0.46,0,0,1,26.8,74.5,12.5,0,0
2017-12-19,46,"APARTMENT","1112","28","23",0,10.4,-1.2,-1.3,61.3,0,0,0,1,25.4,47.8,15.3,0,0
2017-12-20,39,"SIDEWALK","1131","28","25",0,0.5,-5.5,-6.6,59.5,0,0,0,1,17.1,61.2,16,0,0
2017-12-21,45,"STREET","1135","28","27",0,1.6,-3.4,-3.6,63.2,0,0,0,1,19.1,87.5,16,0,0
2017-12-22,44,"STREET","1121","28","23",0,2,-3.4,-0.3,77.9,0,0,0,1,20.9,93.6,10.8,0,1
2017-12-23,33,"STREET","1124","28","27",0,-3.3,-10.6,-7.8,64,0,0,0,1,24.2,53.5,15.5,0,1
2017-12-24,28,"SIDEWALK","1115","28","26",0,-9.1,-14.5,-9.8,75.1,2.483,0.2,0.1,1,23.8,78.6,9.5,0,1
2017-12-25,22,"APARTMENT","1113","28","26",1,-12.2,-24.1,-15.7,63.7,0.068,0.4,0.4,1,31.1,53.1,15.3,0,0
2017-12-26,44,"RESIDENCE","1113","24","23",0,-23.2,-27.6,-22.8,59.1,0,0,0.5,1,23.6,37.7,16,0,0
2017-12-27,34,"STREET","1122","28","26",0,-16.8,-27.9,-22.4,61.5,0,0,0.4,1,17.3,20,16,0,0
2017-12-28,26,"STREET","1131","24","23",0,-13.6,-23,-17.3,69.4,0.204,0,0.4,1,18.8,76.1,12.1,0,0
2017-12-29,37,"STREET","1132","24","26",0,-13.9,-18.7,-13.4,78.4,0.914,0.2,0.5,1,18.5,77.3,7.8,0,1
2017-12-30,36,"STREET","1133","28","27",0,-15.2,-27.4,-19.9,62.9,0,0.1,0.7,1,32.6,51.2,14.4,0,1
2017-12-31,38,"STREET","1121","28","26",0,-18.5,-26.2,-20.6,60.5,0,0,0.6,1,25.3,51.6,16,0,1
2018-01-01,55,"RESIDENCE","1133","28","23",1,-25.3,-32.1,-24.9,61.3,0,0,0.4,1,20.5,9.3,16,1,0
2018-01-02,41,"STREET","1111","24","23",0,-23.3,-32.5,-23,66.2,0,0,0.3,1,25.2,29.8,16,1,0
2018-01-03,32,"STREET","1112","24","23",0,-15.2,-22.1,-15.4,65.6,0,0.2,0.4,1,27.5,93.9,13,0,0
2018-01-04,50,"STREET","1132","28","26",0,-18.4,-26.7,-20.2,61.2,0,0,0.3,1,24.3,16,15.9,0,0
2018-01-05,44,"STREET","1121","28","23",0,-19.7,-26.5,-21,60.9,0,0,0.2,1,28.4,16.4,16,0,1
2018-01-06,57,"STREET","1122","28","27",0,-9.2,-26.4,-20.7,57.5,0,0,0.2,1,15.4,24.3,16,0,1
2018-01-07,58,"APARTMENT","1133","28","27",0,-5.1,-21.1,-10.4,67.3,0.705,0,0.2,1,30.4,99,14.5,0,1
2018-01-08,42,"SIDEWALK","1121","27","23",0,-2,-5.3,-1.2,84.8,0,0.6,0.2,1,25,68.1,11.3,0,0
2018-01-09,47,"SIDEWALK","1121","28","26",0,-1.5,-6.5,-2.2,90.6,0,0,0.1,1,16.8,85.8,5.4,0,0
2018-01-10,59,"STREET","1112","28","26",0,13.4,-5,5.4,93.9,0.264,0,0.5,1,38.4,99.4,6.1,0,0
2018-01-11,49,"STREET","1132","28","26",0,15.2,-11.7,8.7,89.6,5.228,0,0,1,34.2,100,13.3,0,0
2018-01-12,55,"SIDEWALK","1134","28","27",0,-11.4,-18.1,-10.7,69.6,0,0,0.1,1,42.5,99.7,14.4,0,1
2018-01-13,37,"STREET","1132","28","26",0,-14.1,-23.1,-19.1,52.5,0,0,0.1,1,34.8,34.3,15.9,0,1
2018-01-14,36,"STREET","1112","28","23",0,-12.5,-18.4,-15.7,63.9,0.638,0.1,0.1,1,24.3,55.8,13,0,1
2018-01-15,45,"APARTMENT","1132","28","26",0,-9.7,-20.1,-10.6,81.8,1.465,2.8,0.3,1,26.8,99.7,3.7,0,0
2018-01-16,37,"APARTMENT","1132","24","26",0,-10.5,-21.6,-12.7,74,0.068,0.8,0.8,1,23.7,68.1,11.1,0,0
2018-01-17,49,"STREET","1112","28","23",0,-13.9,-21.2,-13.9,72.4,0,0,0.6,1,33.8,21.2,15.9,0,0
2018-01-18,46,"APARTMENT","1132","28","26",0,-5.2,-16.5,-9.6,65,0,0,0.5,1,32.4,18.1,15.9,0,0
2018-01-19,39,"STREET","1121","28","26",0,-0.4,-7.7,-4.9,63.3,0,0,0.3,1,33.9,59.8,16,0,1
2018-01-20,53,"STREET","1112","27","26",0,5.2,-2.7,-0.3,71.6,0,0,0.1,1,26.7,79.9,15.4,0,1
2018-01-21,59,"STREET","1112","28","26",0,7.3,1.4,4.6,94,0.196,0,0.3,1,14,99.6,5.5,0,1
2018-01-22,43,"STREET","1133","24","26",0,12.5,0.3,7.5,90.3,17.39,0,0.2,1,34.3,94.6,10.3,0,0
2018-01-23,46,"APARTMENT","1134","24","26",0,-0.3,-7,-2.9,80.6,1.65,0.2,0.1,1,25.5,94.4,13.8,0,0
2018-01-24,41,"STREET","1124","28","27",0,-2.1,-6.5,-5.6,74.8,0.064,0,0,1,15.3,100,15.4,0,0
2018-01-25,41,"STREET","1122","28","23",0,3.5,-8.1,-2.6,75.5,0,0,1.3,1,28,64,15,0,0
2018-01-26,44,"STREET","1121","28","23",0,10.9,-0.8,-0.2,60,0,0,0.8,1,37.8,48.9,16,0,1
2018-01-27,61,"STREET","1112","28","26",0,10.4,0.2,-1.1,55.3,0,0,0,1,37.2,51,16,0,1
