"new_date","Crimes","Location.Description","Beat","Ward","Community.Area","Holiday","feelslikemax","feelslikemin","dew","humidity","precip","snow","snowdepth","windgust","windspeed","cloudcover","visibility","isFullMoon","weekend"
2014-12-15,51,"SIDEWALK","1112","28","27",0,5.6,2.9,6.3,92.3,2.188,0,0,1,23,100,5,0,0
2014-12-16,54,"STREET","1115","28","27",0,6.7,-6.6,2.8,86.5,0.81,0,0,1,29.3,100,9.9,0,0
2014-12-17,71,"STREET","1113","28","26",0,-6.4,-10,-7.8,69,0,0,0,1,23.8,98.3,16,0,0
2014-12-18,50,"SIDEWALK","1133","28","27",0,-3.9,-9.3,-8.1,69.2,0,0,0,0,12.1,87.7,15.9,0,0
2014-12-19,53,"STREET","1122","28","26",0,0.2,-6.3,-5.4,71.2,0,0,0,0,13.2,100,15.4,0,1
2014-12-20,61,"SIDEWALK","1113","28","26",0,-0.7,-3.8,-4.1,74.1,0,0,0,0,14.1,100,14.4,0,1
2014-12-21,45,"STREET","1133","28","27",0,-0.9,-3.9,-2.4,75.5,0,0,0,1,22.2,97.5,14.6,0,1
2014-12-22,39,"SIDEWALK","1134","24","27",0,1.7,-5,0,85.1,8.895,0,0,1,23.9,93.6,8.7,0,0
2014-12-23,50,"SIDEWALK","1134","28","27",0,6.6,2.2,4.1,80.3,3.95,0,0,1,30.8,84.3,13.2,0,0
2014-12-24,41,"APARTMENT","1112","28","23",0,4.5,-2,1.3,82.1,1.798,0,0,1,23.6,100,15.3,0,0
2014-12-25,28,"RESIDENCE","1133","28","26",1,2.8,-4,-0.6,74.3,0,0,0,1,28.3,86.8,16,0,0
2014-12-26,56,"SIDEWALK","1133","28","26",0,10.1,-1.6,2.4,75.2,0,0,0,1,22.9,66.2,16,0,1
2014-12-27,70,"STREET","1133","28","26",0,6.1,-4.7,2.3,80.7,0,0,0,1,30.8,99.3,14.5,0,1
2014-12-28,68,"SIDEWALK","1122","28","26",0,-2.6,-9.1,-7.6,65.5,0,0,0,0,20.1,45.5,16,0,1
2014-12-29,44,"SIDEWALK","1135","OTHER","27",0,-5.4,-11,-7.7,67.4,0,0,0,0,19.7,71.7,16,0,0
2014-12-30,49,"SIDEWALK","1122","28","23",0,-11.9,-19.9,-17.2,52.3,0,0,0,1,20.5,35,16,0,0
2014-12-31,35,"RESIDENCE","1122","28","26",0,-15.3,-24.3,-19,50.6,0,0,0,1,31.7,11.9,16,0,0
2015-01-01,71,"RESIDENCE","1134","28","27",1,-6.5,-17.1,-12.3,55.3,0,0,0.1,1,31.2,49.2,16,0,0
2015-01-02,70,"SIDEWALK","1122","28","26",0,1.3,-11.2,-7.7,66.8,0,0,0.1,1,11.6,55.6,16,0,1
2015-01-03,60,"STREET","1113","28","26",0,2.3,-3.8,-0.5,89.4,14.125,3.6,0.1,1,14.7,99.5,5.7,0,1
2015-01-04,43,"SIDEWALK","1122","28","26",0,-0.8,-25,-7.2,79.9,3.067,1.3,0.2,1,33,75.1,7.3,1,1
2015-01-05,33,"STREET","1133","28","23",0,-13.2,-28.6,-21.1,65.4,2.035,0.6,0.6,1,25.4,61.6,13.9,1,0
2015-01-06,29,"APARTMENT","1112","27","23",0,-12.9,-23.6,-17.3,70.7,0.672,0.2,0.9,1,30.5,75.8,13.3,0,0
2015-01-07,40,"STREET","1132","28","26",0,-23.5,-30.6,-23.5,55.7,0,0,0.9,1,36.3,16.1,16,0,0
2015-01-08,39,"STREET","1113","28","26",0,-16.1,-32.9,-19.5,72.1,1.318,0.1,0.6,1,39.2,77.8,10.2,0,0
2015-01-09,61,"STREET","1122","28","23",0,-19.7,-26.7,-19.8,62.3,0,0.1,0.7,1,34.8,48.1,14.1,0,1
2015-01-10,70,"STREET","1113","28","26",0,-10.6,-26.5,-16.9,65.1,0,0,0.6,1,27.5,54.1,16,0,1
2015-01-11,53,"STREET","1113","28","26",0,-3.6,-10.2,-7.1,69,2.878,0.2,0.5,1,22.4,89.6,12.8,0,1
2015-01-12,39,"STREET","1113","28","26",0,-1.4,-15.7,-9.7,71.8,0.895,0.1,0.7,1,27.7,87.8,11.7,0,0
2015-01-13,37,"APARTMENT","1122","28","23",0,-10.2,-16.6,-12.6,69.9,0,0,0.6,1,23,71.6,14.9,0,0
2015-01-14,62,"STREET","1122","28","26",0,-11.5,-19.7,-14.1,74.8,0,0,0.6,1,15.1,75.5,15.4,0,0
2015-01-15,64,"STREET","1122","28","26",0,-3.4,-13.5,-7.6,72.4,0,0,0.5,1,28.4,51.5,15.4,0,0
2015-01-16,54,"STREET","1133","28","26",0,0.9,-8.8,-4.9,78.4,0,0,0.5,1,19.8,54.5,13.6,0,1
2015-01-17,62,"STREET","1113","28","26",0,1.8,-6.6,-1.2,72.4,0,0,0.4,1,35.9,74.6,14.1,0,1
2015-01-18,40,"SIDEWALK","1131","28","26",0,1.3,-3.6,-1.5,74.8,0,0,0.1,1,23.5,64.5,16,0,1
2015-01-19,52,"STREET","1133","27","23",0,3.7,-5.3,-2.1,80.9,0,0,0.1,1,15.1,52.9,15.3,0,0
2015-01-20,55,"SIDEWALK","1133","24","26",0,2.8,-4.3,-0.3,86.7,0.196,0.2,0.1,1,20,96.3,9.8,0,0
2015-01-21,64,"STREET","1131","28","26",0,0.5,-4.5,-2.4,81.4,0.068,0.4,0,1,17.7,99.5,12.5,0,0
2015-01-22,62,"SIDEWALK","1122","28","27",0,-2.2,-5.7,-4.7,72.6,0,0,0,1,15.2,100,15.6,0,0
2015-01-23,58,"SIDEWALK","1113","28","26",0,-4.7,-6.8,-4.5,75.4,0,0,0,1,24.6,95.4,13.8,0,1
2015-01-24,57,"STREET","1113","28","26",0,2.7,-5.3,-1.9,76.6,0,0,0,1,23.3,89.7,15.3,0,1
2015-01-25,53,"SIDEWALK","1112","28","26",0,-1.4,-9.8,-3.3,81.2,1.554,1.2,0.4,1,34.9,95.4,10.3,0,1
2015-01-26,53,"STREET","1122","28","27",0,-4.2,-11.4,-7.3,77.2,1.082,0.1,0.1,1,20.8,87.5,11.9,0,0
2015-01-27,53,"STREET","1134","24","23",0,-2,-7,-6.3,72.8,0.068,0.1,0.1,1,18.3,68.8,12.9,0,0
2015-01-28,62,"SIDEWALK","1113","28","26",0,-3.5,-9.6,-7.3,65.3,0,0,0.1,1,25.4,75.8,15.9,0,0
2015-01-29,52,"SIDEWALK","1133","28","26",0,-0.4,-4.9,-3.4,68.5,0.627,0,0,1,33.7,96.7,14.8,0,0
2015-01-30,66,"STREET","1133","28","26",0,-1.2,-11.5,-11.7,52.4,0,0,0,1,29.7,41.9,15.8,0,1
2015-01-31,62,"STREET","1133","28","26",0,2.5,-9.7,-4.9,71.6,2.222,0.2,0.1,1,25.4,86.7,14,0,1
2015-02-01,39,"RESIDENCE","1113","28","26",0,-3.4,-15.3,-3.6,90.8,21.152,3,1.5,1,41.9,100,1.2,0,1
2015-02-02,32,"STREET","1134","24","27",0,-12.9,-21.6,-14.3,71,5.756,1.3,3.4,1,33.1,64.5,11.8,1,0
2015-02-03,41,"SIDEWALK","1132","28","23",0,-2.4,-19.4,-10.2,78,1.438,0,2.4,1,17.3,82.6,13,1,0
2015-02-04,34,"STREET","1113","28","26",0,-2.1,-18.8,-10.1,74.6,0.136,0,2,1,23.8,81.3,9.7,1,0
2015-02-05,48,"STREET","1122","28","23",0,-12,-23.8,-18.5,61.2,0,0,1.8,1,24.9,30.9,16,0,0
2015-02-06,58,"STREET","1115","28","26",0,-4.5,-17.4,-10,68.4,0,0,1.7,1,22.6,72.6,15.5,0,1
2015-02-07,62,"STREET","1113","28","26",0,2.9,-8.1,-1.5,79.7,0,0,1.4,1,18.9,70.7,14.5,0,1
2015-02-08,53,"STREET","1133","24","26",0,2.8,-7.7,0.1,88.5,0.068,0,1,1,29.7,96.1,8.3,0,1
2015-02-09,50,"SIDEWALK","1122","28","26",0,-7.7,-10.4,-5.8,79.7,0,0,0.8,1,26.6,94.1,13.4,0,0
2015-02-10,44,"SIDEWALK","1134","28","26",0,-2.4,-9.4,-7.7,67,0,0.3,1,1,24.4,84.6,15.7,0,0
2015-02-11,51,"STREET","1122","28","26",0,-2.1,-12.9,-5.1,71.3,0,0,1.1,1,34,89.1,14.3,0,0
2015-02-12,42,"STREET","1122","28","26",0,-14.1,-22.8,-17.4,53.4,0,0.4,1,1,35.9,63.9,15.3,0,0
2015-02-13,48,"STREET","1112","28","27",0,-8,-20.8,-13.8,66.4,0,0,1,1,24,72,15.9,0,1
2015-02-14,59,"STREET","1122","28","26",0,-6.7,-26.1,-16.7,54.9,0,0,1,1,49.1,70.1,15.1,0,1
2015-02-15,45,"STREET","1113","28","27",0,-10.3,-28.5,-19,62.3,0.192,0.2,1,1,25,74.1,12.5,0,1
2015-02-16,49,"STREET","1133","28","23",0,-7.4,-19.3,-19.8,46.9,0,0.1,0.9,1,15.2,89.4,16,0,0
2015-02-17,43,"STREET","1133","28","26",0,-12.1,-20.5,-14.1,63.6,0,0,0.7,1,28.1,90.6,14,0,0
2015-02-18,27,"SIDEWALK","1112","28","23",0,-21.3,-29.2,-21,57.3,0,0,0.7,1,33.4,64.6,15.4,0,0
2015-02-19,40,"STREET","1122","28","26",0,-17.4,-31.6,-26.1,48.3,0,0,0.7,1,28,14.6,16,0,0
2015-02-20,58,"STREET","1113","24","26",0,-14.7,-25.8,-18.8,59.9,0.068,0,0.7,1,31.2,79.4,14.7,0,1
2015-02-21,43,"SIDEWALK","1113","28","26",0,-0.5,-14.5,-8.5,69.7,0,0.1,0.7,1,19,99.7,13.5,0,1
2015-02-22,43,"SIDEWALK","1122","28","26",0,-5.3,-23.8,-14.8,56.1,0,0,0.6,1,25.3,65.5,15.3,0,1
2015-02-23,38,"STREET","1133","28","23",0,-14.8,-28,-23.2,48.6,0,0,0.6,1,24.8,9,16,0,0
2015-02-24,37,"STREET","1134","28","23",0,-7,-23.7,-14.3,58.7,0.068,0,0.6,1,34.5,65.6,15.7,0,0
2015-02-25,47,"STREET","1132","24","26",0,-3.6,-15.9,-12.6,60.8,1.616,0.3,0.7,1,18.2,64.5,11.4,0,0
2015-02-26,45,"SIDEWALK","1122","28","27",0,-12.8,-21.7,-14.1,66.2,1.484,0.2,1.1,1,28.3,74.6,8.4,0,0
2015-02-27,46,"STREET","1115","28","26",0,-15.6,-23.3,-20.4,55.4,0,0,1.2,1,17.2,7.6,16,0,1
2015-02-28,46,"STREET","1115","28","26",0,-9.7,-23,-17.3,62.6,0.136,0,1,1,15.1,47,14,0,1
2015-03-01,50,"RESIDENCE","1132","28","26",0,-4.9,-13.5,-9.4,77.6,0.32,0.1,1,1,22.6,74.5,12.6,0,1
2015-03-02,42,"STREET","1122","28","27",0,0.1,-15,-11.1,59.6,0,0,0.9,1,17.7,52.5,15.9,0,0
2015-03-03,53,"APARTMENT","1112","28","26",0,-2.5,-9.5,-3.8,78.3,2.615,3.7,0.5,1,27.8,99.6,10.2,0,0
2015-03-04,45,"SIDEWALK","1132","28","26",0,-4,-17.2,-12.9,57.8,0,0,0.4,1,25.3,82.7,15.9,1,0
2015-03-05,68,"STREET","1132","28","23",0,-13.5,-21.1,-19.6,48.4,0,0.4,0.6,1,20.5,27.6,16,1,0
2015-03-06,58,"SIDEWALK","1133","28","23",0,-9.3,-21.8,-14,63.7,0,0,0.5,1,32.4,36.8,16,1,1
2015-03-07,55,"STREET","1115","28","26",0,3.6,-8.8,-3.4,66.7,0,0,0.3,1,26.7,40.5,15.6,0,1
2015-03-08,57,"STREET","1133","24","23",0,2.5,-3.2,-2.7,69.2,0,0.2,0.4,1,18.9,73.9,15.9,0,1
2015-03-09,52,"STREET","1122","28","27",0,10.4,-3.5,-2.4,63.8,0,0,0.4,1,14,18.3,15.6,0,0
2015-03-10,70,"STREET","1134","28","26",0,11.5,-1.7,3.8,85.5,0,0,0.2,1,18.9,70.3,6.1,0,0
2015-03-11,59,"STREET","1133","28","23",0,11,0,-0.3,66.7,0,0,0.1,1,20.3,4,11.2,0,0
2015-03-12,52,"STREET","1122","28","23",0,13.6,-1.9,-2.2,55,0,0,0,1,24.5,23.5,16,0,0
2015-03-13,70,"STREET","1115","28","26",0,18.4,2.5,0.7,53.2,0,0,0,1,14.4,80.6,16,0,1
2015-03-14,50,"STREET","1123","28","27",0,15.8,2.4,2.4,60.1,0,0,0,1,28.4,61.2,15.5,0,1
2015-03-15,51,"RESIDENCE","1112","28","23",0,17.5,-1,1,58.9,0,0,0,1,27.9,50.2,15.9,0,1
2015-03-16,61,"STREET","1122","28","26",0,23.1,4.8,3.9,45.5,0,0,0,1,31.4,74.1,16,0,0
2015-03-17,70,"SIDEWALK","1134","24","27",0,3.2,-3.9,-6.4,48.9,0,0,0,1,40.3,58.2,16,0,0
2015-03-18,50,"STREET","1122","28","23",0,9,-4.3,-9.6,38.7,0,0,0,1,16.7,79.6,16,0,0
2015-03-19,55,"STREET","1113","28","26",0,6.1,2.1,-7.5,37.3,0,0,0,1,25.2,96.4,16,0,0
2015-03-20,68,"STREET","1131","28","26",0,10.2,0.8,1.5,70.6,0,0,0,1,23.5,82.3,14.7,0,1
2015-03-21,65,"STREET","1131","24","26",0,5.9,-2.5,0.4,73.2,0,0,0,1,28.2,46.9,13.3,0,1
2015-03-22,64,"STREET","1115","28","26",0,-1.7,-6.3,-6.4,60.1,0.068,0.2,0,1,25.2,69.6,15.4,0,1
2015-03-23,49,"STREET","1122","28","26",0,-4.2,-7.4,-3.5,81.9,6.577,0.9,0.5,1,23.6,99.5,9.7,0,0
2015-03-24,53,"STREET","1112","28","26",0,-0.7,-7.6,-6.1,63.8,0.036,0.3,0.9,1,25.2,74.7,15.7,0,0
2015-03-25,77,"STREET","1112","28","26",0,2.4,-1.3,1.7,83.1,5.072,0,1.4,1,29.1,96.9,10.6,0,0
2015-03-26,55,"STREET","1113","28","26",0,3.1,-2.8,-3.8,60.3,0,0,1,1,23.8,93.4,15.9,0,0
2015-03-27,59,"SIDEWALK","1133","24","27",0,-4.4,-11.5,-9.5,58.2,0.478,0.1,0.4,1,28.6,63.7,13.6,0,1
2015-03-28,52,"STREET","1122","28","26",0,1.7,-9.3,-11.9,48.1,0,0,0.6,1,16.6,10.8,16,0,1
2015-03-29,55,"STREET","1111","28","26",0,5.9,-7.6,-4.7,58.5,0.846,0,0.5,1,37.8,73,15.7,0,1
2015-03-30,55,"SIDEWALK","1112","28","26",0,17,-0.7,-0.6,52.9,0.278,0,0.1,1,28.5,59.9,16,0,0
2015-03-31,57,"SIDEWALK","1113","28","23",0,13.3,1.2,2,60.4,0,0,0,1,30.6,52.3,14.9,0,0
2015-04-01,78,"STREET","1111","28","27",0,23,3.7,2.2,49.2,0,0,0,1,33.4,21.6,15.9,0,0
2015-04-02,61,"STREET","1112","28","26",0,19.1,10.8,6.3,59.2,7.783,0,0,1,27.9,81.7,14.9,0,0
2015-04-03,58,"SIDEWALK","1112","28","26",0,12,-2.3,-1.3,52.6,0,0,0,1,29.2,78.1,16,1,1
2015-04-04,47,"STREET","1122","28","26",0,15.5,-4.5,-5.3,46.4,0,0,0,1,33.7,20.6,16,1,1
2015-04-05,59,"SIDEWALK","1133","28","26",0,19.6,6,-4.1,32.3,0,0,0,1,27.9,60.4,16,1,1
2015-04-06,70,"STREET","1132","24","26",0,15.9,2.1,1.7,57.9,0,0,0,1,23.4,78.3,15.7,0,0
2015-04-07,33,"STREET","1112","28","23",0,5.5,0.1,4.2,87.3,2.068,0,0,1,23.8,99.9,7.6,0,0
2015-04-08,53,"STREET","1122","28","26",0,11.2,2,5.8,89.5,1.573,0,0,1,21.2,99.3,5.6,0,0
2015-04-09,48,"SIDEWALK","1133","28","26",0,22.5,3.7,12.7,87.6,28.222,0,0,1,42.7,94.9,8.6,0,0
2015-04-10,48,"STREET","1112","28","26",0,16.4,0.3,2.8,63.1,2.147,0,0,1,52.6,66.2,16,0,1
2015-04-11,57,"SIDEWALK","1122","28","26",0,16.8,1,0.2,52,0,0,0,1,19.3,9.3,16,0,1
2015-04-12,58,"SIDEWALK","1122","28","26",0,20.6,5.9,1,40.7,0,0,0,1,30.7,70.5,16,0,1
2015-04-13,45,"RESIDENCE","1133","28","26",0,19.9,13.5,3.7,47.4,4.019,0,0,1,31.1,85.4,15.5,0,0
2015-04-14,67,"STREET","1111","28","23",0,18.7,7.7,-5.1,29.6,0,0,0,1,15.3,74.3,15.9,0,0
2015-04-15,65,"STREET","1112","28","23",0,18.1,5.2,-2,36.8,0,0,0,1,30.6,60.4,16,0,0
2015-04-16,66,"SIDEWALK","1112","28","26",0,17.5,5.2,4.1,61.2,5.65,0,0,1,19.2,82.9,14.5,0,0
2015-04-17,61,"STREET","1115","28","26",0,25.3,9.3,7.7,55.5,0,0,0,1,15.4,44.2,14.7,0,1
2015-04-18,60,"STREET","1112","28","26",0,18.4,7,5.2,54.2,0,0,0,1,32.1,72.5,16,0,1
2015-04-19,53,"SIDEWALK","1112","28","23",0,19.4,10,4.5,57.6,10.84,0,0,1,20.6,88.8,13.4,0,1
2015-04-20,67,"SIDEWALK","1122","28","26",0,12.3,3.5,5.1,75.7,0.226,0,0,1,39.4,91.6,12.9,0,0
2015-04-21,46,"STREET","1122","28","26",0,13,0.4,-2.3,50.3,0,0,0,1,48.6,54.7,16,0,0
2015-04-22,53,"STREET","1134","28","26",0,4.9,-2.8,-4.7,49.8,0,0,0,1,31.8,74.8,15.9,0,0
2015-04-23,55,"STREET","1112","27","23",0,12.8,-2.1,-5.2,45.8,0,0,0,1,25.6,12.5,16,0,0
2015-04-24,40,"SIDEWALK","1112","28","27",0,14.4,1.5,-3.8,48.5,4.207,0,0,1,23.6,62.6,15.7,0,1
2015-04-25,42,"STREET","1112","28","23",0,4.9,1.6,3.5,78.6,8.761,0,0,1,34.6,99.2,14.1,0,1
2015-04-26,53,"STREET","1133","28","27",0,13.5,0.9,-2.2,49.7,0,0,0,1,30.8,20.2,16,0,1
2015-04-27,54,"SIDEWALK","1134","28","23",0,12.8,2,0.3,55.2,0,0,0,1,30.2,18.9,16,0,0
2015-04-28,56,"STREET","1122","28","23",0,14.2,3.3,1.2,59.2,0,0,0,1,20,34.3,16,0,0
2015-04-29,58,"SIDEWALK","1133","28","27",0,16.4,3.2,1.9,56.4,0,0,0,1,22.5,61,16,0,0
2015-04-30,58,"SIDEWALK","1121","28","23",0,10.1,1.8,1.4,63.1,0,0,0,1,31.5,60.4,16,0,0
2015-05-01,54,"STREET","1133","24","27",0,18.1,2.2,3.6,59.2,0,0,0,1,15,39.8,15.9,0,1
2015-05-02,49,"SIDEWALK","1113","28","27",0,25.2,11.6,3.2,38.7,0,0,0,1,21.6,55.2,16,0,1
2015-05-03,40,"STREET","1123","28","27",0,26.4,15.2,8.1,47.8,5.461,0,0,1,32,87.2,15.7,1,1
2015-05-04,68,"SIDEWALK","1122","28","27",0,22.6,13.4,11.4,63.9,0.619,0,0,1,22.2,75.9,16,1,0
2015-05-05,50,"SIDEWALK","1121","27","23",0,14.7,10.2,8.9,83.7,21.687,0,0,1,21.7,98.7,7.9,0,0
2015-05-06,50,"SIDEWALK","1134","28","26",0,25.2,8,11.9,80.7,0,0,0,1,17,80.5,6.4,0,0
2015-05-07,64,"SIDEWALK","1134","28","26",0,28.3,13.2,11.7,55.4,0.287,0,0,1,35,50.8,15.6,0,0
2015-05-08,53,"STREET","1133","28","27",0,28.5,19.1,17.2,75.4,10.021,0,0,1,34.6,87.7,14.9,0,1
2015-05-09,55,"STREET","1134","28","26",0,18.7,7.1,11.4,85.9,7.314,0,0,1,23.1,97.8,9.6,0,1
2015-05-10,54,"STREET","1112","28","23",0,13.4,5.4,8.3,89.9,5.341,0,0,1,17.5,99.2,8.8,0,1
2015-05-11,49,"SIDEWALK","1121","28","23",0,20.8,7.9,11.8,79.3,4.727,0,0,1,35.1,91,13.9,0,0
2015-05-12,47,"STREET","1123","28","27",0,13.5,5.6,3.3,57.9,0,0,0,1,38.1,94.5,16,0,0
2015-05-13,56,"SIDEWALK","1132","28","23",0,11.3,3.7,1.6,61.3,0,0,0,1,23.4,36.5,16,0,0
2015-05-14,47,"STREET","1112","28","26",0,19.1,4.7,6.1,61.8,1.675,0,0,1,23.1,85.7,15.6,0,0
2015-05-15,63,"STREET","1132","28","23",0,25.5,15,15,73.5,2.957,0,0,1,23.6,92.3,15.2,0,1
2015-05-16,52,"STREET","1133","28","26",0,28,18.6,18.1,78,0.182,0,0,1,20.5,85.5,15.6,0,1
2015-05-17,65,"SIDEWALK","1132","28","26",0,29.3,20.2,18.5,73.4,0,0,0,1,35.1,84.7,13.7,0,1
2015-05-18,59,"STREET","1123","28","26",0,26,11.2,12.8,60.8,0,0,0,1,35.1,53.7,16,0,0
2015-05-19,47,"SIDEWALK","1121","28","23",0,11.3,3.1,2.2,61.3,0,0,0,1,24.8,93.2,16,0,0
2015-05-20,57,"APARTMENT","1121","28","26",0,7.5,1.9,-0.1,60.5,0.824,0,0,1,22.4,91.9,16,0,0
2015-05-21,57,"SIDEWALK","1134","27","23",0,20.4,5.8,3.2,52.3,0,0,0,1,25.2,54.9,16,0,0
2015-05-22,61,"STREET","1131","28","27",0,19.2,8.1,1.9,45,0,0,0,1,22.7,36,16,0,1
2015-05-23,53,"STREET","1131","28","26",0,26.7,11.3,4,38.1,0,0,0,1,19.5,51.4,16,0,1
2015-05-24,40,"SIDEWALK","1133","28","27",0,22.8,17.2,12.4,65.2,10.27,0,0,1,17.2,84.5,14.9,0,1
2015-05-25,51,"STREET","1112","28","27",0,26.5,20,16.9,67.1,1.682,0,0,1,31,78.9,15.7,0,0
2015-05-26,60,"STREET","1113","28","23",0,24.4,20.3,17.8,77.7,10.399,0,0,1,34.1,68.6,15.3,0,0
2015-05-27,58,"STREET","1134","28","23",0,23.4,17.7,14.8,68.7,2.339,0,0,1,31.8,62.9,15.8,0,0
2015-05-28,54,"SIDEWALK","1113","28","26",0,27.8,15,12.9,59.4,0,0,0,1,22.4,51.5,16,0,0
2015-05-29,57,"SIDEWALK","1133","28","23",0,28.6,19.8,17.6,67.2,5.043,0,0,1,27.1,82.7,15.4,0,1
2015-05-30,49,"STREET","1112","28","27",0,23.1,3.8,13.1,86.2,16.712,0,0,1,35.7,96.1,12.7,0,1
2015-05-31,38,"STREET","1134","28","26",0,13,2,4.9,74.1,0.946,0,0,1,34,97.9,11.9,0,1
2015-06-01,66,"STREET","1135","28","26",0,15.6,6.4,4.8,64.2,0,0,0,1,23.6,60.8,16,1,0
2015-06-02,59,"SIDEWALK","1113","28","26",0,20.8,7.1,6.5,59.9,0,0,0,1,18.9,32.7,16,1,0
2015-06-03,42,"STREET","1121","28","23",0,25.5,12.4,10.6,61.1,0,0,0,1,18,65.6,16,1,0
2015-06-04,64,"SIDEWALK","1113","28","23",0,28.1,16,15.1,64.7,0,0,0,1,19.4,74.4,15.9,0,0
2015-06-05,62,"STREET","1113","28","23",0,22.6,13.9,12.9,77.7,0,0,0,1,33.7,71.1,14.9,0,1
2015-06-06,56,"SIDEWALK","1115","28","26",0,21.6,12.3,10.2,66.9,0,0,0,1,21.1,74.4,15.9,0,1
2015-06-07,54,"SIDEWALK","1133","28","26",0,29.5,14.7,17.1,79.3,10.643,0,0,1,27.9,88.8,14.4,0,1
2015-06-08,49,"APARTMENT","1124","28","27",0,28.8,18.1,16.8,70.5,3.24,0,0,1,29.8,77.7,15.4,0,0
2015-06-09,61,"STREET","1113","28","26",0,29.6,16.4,14.2,59.6,0,0,0,1,20.5,62.5,15.6,0,0
2015-06-10,62,"SIDEWALK","1113","28","26",0,34.9,22.4,17.8,59.3,1.502,0,0,1,29.5,51.5,16,0,0
2015-06-11,68,"SIDEWALK","1134","24","27",0,23.5,17.7,14.7,70.3,3.371,0,0,1,20.4,89.7,14.1,0,0
2015-06-12,53,"SIDEWALK","1121","28","23",0,21.5,14.1,15.8,91.9,6.529,0,0,1,20.1,99.8,6.8,0,1
2015-06-13,50,"STREET","1123","28","23",0,32.7,14.1,17.8,80.7,5.75,0,0,1,21.1,92,11.5,0,1
2015-06-14,45,"STREET","1114","28","26",0,30.8,21.3,20.9,81.4,32.464,0,0,1,24.7,91.7,14,0,1
2015-06-15,39,"APARTMENT","1135","28","26",0,29.9,21.8,21.7,88.7,47.608,0,0,1,30.7,93.3,12.9,0,0
2015-06-16,71,"STREET","1131","28","27",0,22.4,14.8,12.5,65.1,0.849,0,0,1,23.8,77.7,15,0,0
2015-06-17,55,"SIDEWALK","1123","28","27",0,22,14.4,13,73.3,6.765,0,0,1,10.9,94.8,13.4,0,0
2015-06-18,49,"SIDEWALK","1113","28","26",0,28.8,16.4,18.2,77.6,10.326,0,0,1,23,88.4,12.6,0,0
2015-06-19,60,"STREET","1131","24","26",0,19.3,13.3,10.7,69.9,0,0,0,1,22.2,79.8,16,0,1
2015-06-20,46,"SIDEWALK","1113","28","23",0,26.7,13.5,15.1,73.6,5.731,0,0,1,28.8,82.1,15.8,0,1
2015-06-21,46,"SIDEWALK","1115","28","26",0,30.3,20.6,18.7,70.7,0.397,0,0,1,21.2,77.8,15.9,0,1
2015-06-22,57,"SIDEWALK","1122","28","26",0,33.3,21.6,21.9,81.1,1.6,0,0,1,34.4,68.9,15.7,0,0
2015-06-23,54,"STREET","1132","28","26",0,26.7,20.4,14.3,57.1,0,0,0,1,29.7,45,16,0,0
2015-06-24,47,"APARTMENT","1112","24","26",0,25.8,18,14.6,63.3,0,0,0,1,18.4,68.7,16,0,0
2015-06-25,80,"SIDEWALK","1133","24","29",0,26.3,18.3,18.4,82.1,18.873,0,0,1,18.6,96.7,13.4,0,0
2015-06-26,51,"SIDEWALK","1115","28","26",0,20,16.1,15.3,85.5,12.544,0,0,1,20,97.1,11.8,0,1
2015-06-27,36,"STREET","1133","28","26",0,24.5,14.5,10.9,61.4,0,0,0,1,24.5,53.8,15.7,0,1
2015-06-28,52,"SIDEWALK","1132","24","27",0,26.4,14.1,11.9,59.4,0.172,0,0,1,20.8,62.2,16,0,1
2015-06-29,48,"SIDEWALK","1121","28","27",0,23.1,18.8,17.3,81.2,4.886,0,0,1,13.9,85.9,14,0,0
2015-06-30,71,"STREET","1134","24","27",0,25.5,16,15.8,76.5,1.311,0,0,1,24,62,14,1,0
2015-07-01,61,"SIDEWALK","1112","28","23",0,19.5,13.9,11.3,73.5,0,0,0,1,19.1,86.1,16,1,0
2015-07-02,64,"SIDEWALK","1133","28","27",0,20.6,12.8,11.8,73.2,0,0,0,1,22.2,70.8,15.8,1,0
2015-07-03,48,"SIDEWALK","1133","28","26",0,24.3,15.4,12,62.1,0,0,0,1,15.6,79.9,16,0,1
2015-07-04,47,"SIDEWALK","1131","24","26",0,27.7,16.6,13.5,59.3,0,0,0,1,13.5,21.4,15,0,1
2015-07-05,84,"STREET","1123","28","27",0,28.9,18,15.5,59.3,0,0,0,1,15.5,16.7,12.4,0,1
2015-07-06,54,"STREET","1112","28","23",0,32.1,20.5,19.2,71.9,8.158,0,0,1,27.7,55.6,13.7,0,0
2015-07-07,50,"SIDEWALK","1134","28","26",0,22.8,14.8,12,67.7,12.622,0,0,1,34.6,72.5,13.8,0,0
2015-07-08,71,"STREET","1112","24","26",0,19.5,14,11.4,71.9,0.82,0,0,1,16.3,89.9,14.6,0,0
2015-07-09,58,"SIDEWALK","1113","28","26",0,23.3,15.8,13.6,72.6,0.685,0,0,1,18.5,81,10.8,0,0
2015-07-10,62,"SIDEWALK","1112","28","23",0,27.1,16.7,13.5,61.5,0,0,0,1,15.2,64.1,14.4,0,1
2015-07-11,74,"SIDEWALK","1112","28","23",0,26.5,18,15.2,64.1,0.45,0,0,1,16,78.5,15.8,0,1
2015-07-12,63,"SIDEWALK","1112","28","23",0,29.2,20.5,18.8,74.2,1.342,0,0,1,16.7,77.6,13.2,0,1
